#   ChipID,                                                        Image,                 Name,  roi[tl_x  tl_y  w  h],  theta
783,    S9__Station2__Camera1__CAM63790__2017-03-20__14-31-21.JPG,        Male_9_4_Left,  [ 749  657 1244  675],0.0
784,    S9__Station2__Camera2__CAM63753__2017-02-27__18-40-30.JPG,        Male_9_4_Left,  [ 607  394 1401  735],0.0
785,    S9__Station3__Camera1__CAM51744__2017-02-18__18-02-01.JPG,        Male_9_4_Left,      [896 637 878 414],0.0
786,    S9__Station3__Camera1__CAM51744__2017-03-21__02-15-05.JPG,        Male_9_4_Left,  [ 533  467 1505  821],0.0
787,    S9__Station5__Camera1__CAM51670__2017-02-26__23-48-53.JPG,        Male_9_4_Left,  [ 432  551 1612  922],0.0
788,    S9__Station5__Camera1__CAM51670__2017-03-07__19-39-35.JPG,        Male_9_4_Left,  [ 459  560 1586  909],0.0
789,    S9__Station5__Camera1__CAM51670__2017-03-17__03-51-05.JPG,        Male_9_4_Left,  [ 736  536 1189  469],0.0
790,    S9__Station5__Camera2__CAM51545__2017-03-07__18-38-10.JPG,        Male_9_4_Left,  [ 734  649 1049  374],0.0
791,   S9__Station13__Camera1__CAM63828__2017-03-12__05-01-35.JPG,        Male_9_4_Left,  [ 650  347 1356 1005],0.0
792,   S9__Station13__Camera2__CAM63791__2017-02-26__03-18-20.JPG,        Male_9_4_Left,  [ 319  230 1702 1260],0.0
793,   S9__Station13__Camera3__CAM51673__2017-04-07__02-54-10.JPG,        Male_9_4_Left,      [ 86 533 844 433],0.0
794,   S9__Station14__Camera1__CAM51709__2017-03-21__23-34-45.JPG,        Male_9_4_Left,      [867 446 659 375],0.0
795,   S9__Station14__Camera2__CAM52101__2017-04-06__02-50-26.JPG,        Male_9_4_Left,  [ 709  676 1129  510],0.0
796,   S9__Station15__Camera1__CAM52135__2017-03-20__02-39-04.JPG,        Male_9_4_Left,      [834 571 740 350],0.0
797,    S1__Station2__Camera1__CAM40068__2017-03-16__02-25-06.JPG,        Male_1_1_Left,      [863 617 765 356],0.0
798,    S1__Station6__Camera1__CAM40268__2017-02-05__04-03-54.JPG,        Male_1_1_Left,      [802 581 941 413],0.0
799,    S1__Station6__Camera1__CAM40268__2017-03-15__01-31-49.JPG,        Male_1_1_Left,      [751 719 908 401],0.0
800,   S1__Station13__Camera1__CAM44283__2017-02-27__03-32-35.JPG,        Male_1_1_Left,  [ 440  337 1604 1062],0.0
801,   S1__Station13__Camera2__CAM41036__2017-02-23__14-30-56.JPG,        Male_1_1_Left,  [ 225  168 1776 1012],0.0
802,   S1__Station14__Camera2__CAM41338__2017-01-31__23-26-48.JPG,        Male_1_1_Left,  [ 520  133 1516 1114],0.0
803,   S1__Station14__Camera2__CAM41338__2017-03-19__02-39-33.JPG,        Male_1_1_Left,  [1044  578  972  503],0.0
804,   S1__Station14__Camera2__CAM43291__2016-02-03__20-07-51.JPG,        Male_1_1_Left,      [310 149 487 262],0.0
805,   S1__Station15__Camera2__CAM40800__2015-03-10__23-30-55.JPG,        Male_1_1_Left,      [212 252 584 290],0.0
806,   S1__Station17__Camera1__CAM43223__2017-01-26__21-43-47.JPG,        Male_1_1_Left,      [819 698 837 341],0.0
807,   S1__Station17__Camera1__CAM43223__2017-02-01__20-32-15.JPG,        Male_1_1_Left,  [ 457   57 1567 1444],0.0
808,   S1__Station17__Camera1__CAM43223__2017-02-11__21-04-15.JPG,        Male_1_1_Left,      [176 626 731 345],0.0
809,   S1__Station17__Camera3__CAM43291__2017-03-10__06-22-29.JPG,        Male_1_1_Left,  [ 469  508 1190  460],0.0
810,   S1__Station18__Camera2__CAM42062__2017-02-20__01-06-40.JPG,        Male_1_1_Left,  [ 457  439 1588 1038],0.0
811,   S1__Station24__Camera2__CAM41041__2017-01-26__19-04-16.JPG,        Male_1_1_Left,  [ 469  320 1560  762],0.0
812,    S1__Station3__Camera1__CAM42161__2016-03-06__00-29-09.JPG,       Male_1_26_Left,      [  6 243 282 157],0.0
813,    S1__Station3__Camera1__CAM44134__2017-02-03__00-52-56.JPG,       Male_1_26_Left,      [271 748 705 345],0.0
814,    S1__Station3__Camera2__CAM41063__2017-02-02__19-55-11.JPG,       Male_1_26_Left,      [ 84 747 941 400],0.0
815,    S1__Station5__Camera2__CAM41302__2017-03-01__03-27-45.JPG,       Male_1_26_Left,  [ 718  313 1079  494],0.0
816,    S1__Station5__Camera2__CAM41302__2017-03-16__23-58-13.JPG,       Male_1_26_Left,  [ 668  328 1082  458],0.0
817,    S1__Station6__Camera1__CAM40268__2017-01-26__20-15-44.JPG,       Male_1_26_Left,      [789 573 819 366],0.0
818,    S1__Station6__Camera1__CAM40268__2017-01-31__17-33-50.JPG,       Male_1_26_Left,  [ 805  576 1047  418],0.0
819,    S1__Station6__Camera1__CAM40268__2017-02-15__17-33-04.JPG,       Male_1_26_Left,      [794 578 750 382],0.0
820,    S1__Station6__Camera1__CAM40268__2017-03-07__21-07-45.JPG,       Male_1_26_Left,      [765 664 865 375],0.0
821,    S1__Station6__Camera1__CAM40268__2017-03-09__17-43-05.JPG,       Male_1_26_Left,      [711 661 860 387],0.0
822,    S1__Station6__Camera2__CAM40069__2017-01-31__16-04-21.JPG,       Male_1_26_Left,  [   9  597 1450  825],0.0
823,    S1__Station7__Camera1__CAM41311__2017-03-16__17-12-43.JPG,       Male_1_26_Left,      [960 700 516 256],0.0
824,    S1__Station8__Camera3__CAM41173__2017-03-02__22-12-19.JPG,       Male_1_26_Left,      [847 513 678 519],0.0
825,   S1__Station22__Camera2__CAM43188__2017-02-02__03-43-56.JPG,       Male_1_26_Left,      [657 747 367 207],0.0
826,   S2__Station28__Camera1__CAM41620__2017-04-05__03-16-37.JPG,       Male_2_63_Left,  [  38  515 1014  488],0.0
827,   S2__Station28__Camera1__CAM41620__2017-04-14__01-53-24.JPG,       Male_2_63_Left,  [ 757  718 1191  571],0.0
828,   S2__Station28__Camera2__CAM40135__2017-05-16__18-02-44.JPG,       Male_2_63_Left,  [ 676  449 1086  430],0.0
829,   S2__Station29__Camera1__CAM44282__2017-05-09__21-00-43.JPG,       Male_2_63_Left,  [  35 1043  931  459],0.0
830,   S2__Station30__Camera1__CAM44136__2017-04-06__04-05-20.JPG,       Male_2_63_Left,      [681 548 973 389],0.0
831,   S2__Station30__Camera1__CAM44136__2017-04-15__04-11-48.JPG,       Male_2_63_Left,  [ 395  294 1644  851],0.0
832,   S2__Station31__Camera1__CAM44280__2017-07-25__23-24-47.JPG,       Male_2_63_Left,      [756 545 854 564],0.0
833,   S2__Station31__Camera2__CAM43188__2017-05-08__05-00-40.JPG,       Male_2_63_Left,      [828 765 630 267],0.0
834,   S2__Station32__Camera2__CAM40491__2016-05-12__23-39-17.JPG,       Male_2_63_Left,      [410 141 313 159],0.0
835,   S2__Station33__Camera1__CAM51658__2015-06-07__05-32-45.JPG,       Male_2_63_Left,      [373 298 271 139],0.0
836,   S2__Station33__Camera2__CAM40774__2017-05-07__02-06-54.JPG,       Male_2_63_Left,  [ 817  602 1164  763],0.0
837,   S2__Station37__Camera1__CAM41968__2017-05-04__19-48-25.JPG,       Male_2_63_Left,  [ 490   62 1434 1392],0.0
838,   S7__Station30__Camera2__CAM44307__2017-12-26__22-04-53.JPG,     Female_7_38_Left,  [   1    1 2047 1535],0.0
839,   S7__Station30__Camera2__CAM44307__2018-01-03__22-09-10.JPG,     Female_7_38_Left,      [353 623 413 178],0.0
840,   S7__Station31__Camera1__CAM40135__2017-12-10__21-51-54.JPG,     Female_7_38_Left,      [664 616 898 399],0.0
841,   S7__Station31__Camera1__CAM40135__2017-12-17__01-46-23.JPG,     Female_7_38_Left,      [943 746 471 139],0.0
842,   S7__Station31__Camera1__CAM40135__2017-12-19__03-54-14.JPG,     Female_7_38_Left,      [464 778 453 127],0.0
843,   S7__Station31__Camera1__CAM40135__2017-12-31__02-25-56.JPG,     Female_7_38_Left,      [222 556 621 333],0.0
844,   S7__Station31__Camera1__CAM40135__2018-01-08__04-35-53.JPG,     Female_7_38_Left,      [867 649 513 173],0.0
845,   S7__Station31__Camera2__CAM43188__2017-12-04__19-59-18.JPG,     Female_7_38_Left,      [881 629 565 246],0.0
846,   S7__Station31__Camera3__CAM43298__2018-01-03__19-17-45.JPG,     Female_7_38_Left,      [352 648 464 171],0.0
847,   S7__Station41__Camera2__CAM40141__2017-12-27__01-31-26.JPG,     Female_7_38_Left,  [ 611  726 1039  455],0.0
848,    S2__Station7__Camera2__CAM44183__2017-04-18__03-54-36.JPG,       Male_2_17_Left,  [ 139  224 1898 1271],0.0
849,    S2__Station7__Camera2__CAM44183__2017-07-31__17-43-35.JPG,       Male_2_17_Left,      [695 558 907 371],0.0
850,   S2__Station11__Camera1__CAM40814__2017-05-17__03-27-32.JPG,       Male_2_17_Left,      [672 548 808 363],0.0
851,   S2__Station11__Camera2__CAM44186__2016-04-14__22-12-21.JPG,       Male_2_17_Left,      [351 285 298 123],0.0
852,   S2__Station15__Camera2__CAM40821__2017-04-22__21-17-07.JPG,       Male_2_17_Left,  [ 572  531 1246  526],0.0
853,   S2__Station16__Camera1__CAM44270__2017-04-15__14-25-37.JPG,       Male_2_17_Left,      [339 733 583 206],0.0
854,   S2__Station16__Camera1__CAM44270__2017-05-11__19-36-17.JPG,       Male_2_17_Left,  [ 597  581 1442  645],0.0
855,   S2__Station17__Camera2__CAM41411__2014-05-23__04-34-51.JPG,       Male_2_17_Left,      [293 184 494 286],0.0
856,   S2__Station17__Camera2__CAM51707__2015-06-08__02-28-17.JPG,       Male_2_17_Left,      [196 154 591 265],0.0
857,   S2__Station21__Camera1__CAM40055__2017-04-22__17-28-20.JPG,       Male_2_17_Left,      [426 680 402 457],0.0
858,   S7__Station20__Camera1__CAM41489__2017-12-21__01-30-52.JPG,       Male_7_49_Left,      [868 792 707 334],0.0
859,   S7__Station20__Camera1__CAM41489__2017-12-24__23-50-23.JPG,       Male_7_49_Left,      [898 808 737 313],0.0
860,   S7__Station22__Camera1__CAM40069__2018-01-04__09-27-46.JPG,       Male_7_49_Left,  [ 528  238 1505 1163],0.0
861,   S7__Station22__Camera2__CAM40821__2017-12-19__00-58-54.JPG,       Male_7_49_Left,      [950 648 523 251],0.0
862,   S7__Station22__Camera2__CAM40821__2018-01-03__22-12-48.JPG,       Male_7_49_Left,  [1048  696  365  231],0.0
863,   S7__Station33__Camera1__CAM40709__2017-12-17__18-58-44.JPG,       Male_7_49_Left,  [1002  438  499  362],0.0
864,   S7__Station33__Camera1__CAM40709__2017-12-30__23-56-14.JPG,       Male_7_49_Left,      [914 535 693 387],0.0
865,   S7__Station38__Camera2__CAM44158__2014-08-10__03-45-59.JPG,       Male_7_49_Left,      [262 252 514 268],0.0
866,   S7__Station41__Camera2__CAM40141__2018-01-08__06-04-29.JPG,       Male_7_49_Left,      [948 570 633 648],0.0
867,    S3__Station5__Camera2__CAM41469__2013-06-25__23-05-29.JPG,       Male_7_49_Left,      [314 183 338 143],0.0
868,    S9__Station8__Camera1__CAM51707__2017-02-26__01-06-28.JPG,     Female_9_12_Left,      [768 399 799 313],0.0
869,    S9__Station8__Camera1__CAM51707__2017-03-14__23-04-44.JPG,     Female_9_12_Left,  [ 722  683 1096  510],0.0
870,    S9__Station8__Camera1__CAM51707__2017-03-16__19-57-15.JPG,     Female_9_12_Left,      [ 32 703 973 511],0.0
871,    S9__Station8__Camera2__CAM51841__2017-02-28__05-10-41.JPG,     Female_9_12_Left,  [ 733  556 1179  537],0.0
872,    S9__Station8__Camera2__CAM51841__2017-03-16__06-11-13.JPG,     Female_9_12_Left,      [932 665 891 335],0.0
873,    S9__Station8__Camera2__CAM51841__2017-03-18__03-53-32.JPG,     Female_9_12_Left,      [926 679 895 306],0.0
874,   S9__Station39__Camera4__CAM51943__2017-04-04__03-46-24.JPG,     Female_9_12_Left,  [ 733  586 1175  510],0.0
875,   S9__Station39__Camera5__CAM52118__2017-04-09__08-40-43.JPG,     Female_9_12_Left,  [ 666  594 1181  392],0.0
876,    S9__Station8__Camera1__CAM51707__2017-03-08__03-02-17.JPG,        Male_9_2_Left,  [ 640  643 1292  543],0.0
877,    S9__Station8__Camera1__CAM51707__2017-04-03__00-17-15.JPG,        Male_9_2_Left,  [ 311  620 1640  907],0.0
878,   S9__Station12__Camera2__CAM52105__2017-03-21__02-14-03.JPG,        Male_9_2_Left,      [903 679 858 402],0.0
879,   S9__Station18__Camera1__CAM51519__2017-03-07__04-06-48.JPG,        Male_9_2_Left,      [658 428 971 481],0.0
880,   S9__Station35__Camera2__CAM51687__2017-03-03__04-33-52.JPG,        Male_9_2_Left,      [823 502 698 520],0.0
881,   S9__Station38__Camera3__CAM51681__2017-02-26__18-23-15.JPG,        Male_9_2_Left,  [ 895  743 1060  444],0.0
882,   S9__Station39__Camera5__CAM52118__2017-03-23__01-10-52.JPG,        Male_9_2_Left,  [ 624  473 1345  480],0.0
883,   S9__Station39__Camera5__CAM52118__2017-04-05__23-15-06.JPG,        Male_9_2_Left,  [  67  586 1312  455],0.0
884,    S2__Station6__Camera1__CAM44307__2017-04-03__09-27-47.JPG,        Male_2_5_Left,  [ 598  368 1445 1041],0.0
885,    S2__Station6__Camera1__CAM44307__2017-04-03__09-27-53.JPG,        Male_2_5_Left,  [  43  664 1163  674],0.0
886,    S2__Station8__Camera1__CAM41266__2017-04-30__05-48-17.JPG,        Male_2_5_Left,      [744 706 851 390],0.0
887,    S2__Station9__Camera1__CAM41558__2017-04-30__07-19-42.JPG,        Male_2_5_Left,      [948 742 568 244],0.0
888,   S2__Station10__Camera1__CAM40808__2017-05-07__23-49-31.JPG,        Male_2_5_Left,  [ 524  332 1298  519],0.0
889,   S2__Station10__Camera2__CAM44205__2016-04-11__03-55-20.JPG,        Male_2_5_Left,      [213 187 581 305],0.0
890,   S2__Station10__Camera2__CAM51695__2015-06-12__21-38-34.JPG,        Male_2_5_Left,      [302 238 380 160],0.0
891,   S7__Station29__Camera1__CAM44003__2018-01-05__22-47-53.JPG,       Male_7_65_Left,      [782 482 850 367],0.0
892,   S7__Station29__Camera1__CAM44003__2018-01-07__03-34-59.JPG,       Male_7_65_Left,  [ 120   51 1917 1207],0.0
893,   S7__Station29__Camera2__CAM40342__2017-12-16__02-24-13.JPG,       Male_7_65_Left,      [953 627 600 266],0.0
894,   S7__Station29__Camera2__CAM40342__2017-12-25__19-32-48.JPG,       Male_7_65_Left,      [764 559 921 398],0.0
895,   S7__Station30__Camera2__CAM44307__2017-12-16__21-46-39.JPG,       Male_7_65_Left,      [201 583 607 407],0.0
896,   S7__Station30__Camera2__CAM44307__2018-01-06__21-34-16.JPG,       Male_7_65_Left,  [ 576  393 1453  803],0.0
897,   S7__Station32__Camera2__CAM40658__2017-12-28__02-06-02.JPG,       Male_7_65_Left,  [ 447   23 1592 1129],0.0
898,   S35__Station1__Camera2__CAM63001__2017-04-19__23-09-28.JPG,       Male_35_1_Left,  [ 288   60 1697 1148],0.0
899,   S35__Station7__Camera1__CAM62818__2017-03-03__22-46-01.JPG,       Male_35_1_Left,  [ 557  360 1472  894],0.0
900,   S35__Station9__Camera2__CAM62819__2017-03-05__02-28-34.JPG,       Male_35_1_Left,  [  10   53  993 1006],0.0
901,  S35__Station10__Camera2__CAM52059__2017-03-10__21-57-59.JPG,       Male_35_1_Left,  [ 770  437 1268  739],0.0
902,  S35__Station12__Camera2__CAM62801__2017-04-03__06-17-13.JPG,       Male_35_1_Left,      [ 12 539 830 456],0.0
903,  S35__Station13__Camera1__CAM62684__2017-03-23__06-12-04.JPG,       Male_35_1_Left,      [457 396 562 314],0.0
904,  S35__Station13__Camera1__CAM62684__2017-04-06__19-26-44.JPG,       Male_35_1_Left,  [ 376   65 1650  998],0.0
905,   S2__Station13__Camera1__CAM30234__2013-03-17__16-59-17.JPG,       Unknown_3_Left,      [185 207 594 381],0.0
906,   S2__Station36__Camera1__CAM52016__2015-06-02__21-32-49.JPG,       Male_2_26_Left,      [280 271 468 186],0.0
907,   S2__Station44__Camera2__CAM43190__2016-04-01__02-52-12.JPG,       Male_2_26_Left,      [193 247 595 331],0.0
908,   S2__Station45__Camera2__CAM43191__2014-05-31__22-28-09.JPG,       Male_2_26_Left,      [316 102 386 153],0.0
909,   S2__Station36__Camera1__CAM41085__2017-04-24__08-09-36.JPG,       Male_2_26_Left,  [ 740  593 1013  420],0.0
910,   S2__Station45__Camera2__CAM44003__2017-04-12__18-05-27.JPG,       Male_2_26_Left,      [807 470 910 392],0.0
911,   S2__Station45__Camera2__CAM44003__2017-05-12__23-52-24.JPG,       Male_2_26_Left,      [657 590 984 402],0.0
912,    S2__Station6__Camera1__CAM51717__2015-05-29__07-32-49.JPG,     Female_2_14_Left,      [296 328 464 256],0.0
913,    S2__Station7__Camera1__CAM44240__2014-06-08__01-18-39.JPG,     Female_2_14_Left,      [284 315 440 173],0.0
914,    S2__Station8__Camera1__CAM41266__2017-05-05__21-41-51.JPG,     Female_2_14_Left,      [914 715 430 170],0.0
915,    S2__Station9__Camera1__CAM41558__2017-05-01__05-11-51.JPG,     Female_2_14_Left,  [1037  816  557  248],0.0
916,    S2__Station9__Camera1__CAM41558__2017-05-02__17-42-44.JPG,     Female_2_14_Left,      [482 794 504 180],0.0
917,    S2__Station1__Camera1__CAM40459__2013-02-23__03-46-21.JPG,     Female_2_14_Left,      [219 257 403 198],0.0
918,   S1__Station28__Camera1__CAM43314__2017-02-15__19-19-01.JPG,       Male_1_33_Left,  [ 563  526 1457  776],0.0
919,   S1__Station28__Camera2__CAM44003__2017-03-19__18-43-45.JPG,       Male_1_33_Left,      [698 538 884 611],0.0
920,   S1__Station31__Camera1__CAM41318__2017-02-21__20-15-22.JPG,       Male_1_33_Left,  [ 776  426 1075  534],0.0
921,   S1__Station31__Camera2__CAM41843__2017-03-04__19-14-30.JPG,       Male_1_33_Left,  [ 640  188 1400  989],0.0
922,   S1__Station33__Camera3__CAM40491__2017-03-14__02-37-13.JPG,       Male_1_33_Left,  [ 287  318 1754 1179],0.0
923,   S1__Station33__Camera3__CAM40491__2017-03-14__02-37-57.JPG,       Male_1_33_Left,      [550 887 458 236],0.0
924,    S7__Station1__Camera2__CAM40304__2017-12-11__16-39-53.JPG,       Male_7_17_Left,      [578 607 337 146],0.0
925,    S7__Station2__Camera1__CAM44174__2018-01-03__19-34-07.JPG,       Male_7_17_Left,      [101 767 786 346],0.0
926,   S7__Station13__Camera1__CAM40175__2018-01-18__03-36-02.JPG,       Male_7_17_Left,      [670 545 941 392],0.0
927,   S7__Station37__Camera2__CAM40327__2017-12-19__16-29-40.JPG,       Male_7_17_Left,  [1171  549  342  145],0.0
928,   S7__Station37__Camera2__CAM40327__2017-12-19__16-30-06.JPG,       Male_7_17_Left,  [  48  144 1826 1201],0.0
929,   S7__Station37__Camera2__CAM40327__2017-12-19__16-30-09.JPG,       Male_7_17_Left,  [   8   35 1700 1471],0.0
930,    S4__Station5__Camera1__CAM41338__2017-09-07__05-06-42.JPG,     Female_4_52_Left,      [776 461 930 379],0.0
931,    S4__Station5__Camera2__CAM43213__2016-08-11__22-46-51.JPG,     Female_4_52_Left,      [239 221 543 231],0.0
932,    S4__Station6__Camera1__CAM44180__2015-04-03__19-27-17.JPG,     Female_4_52_Left,      [340 266 339 156],0.0
933,    S4__Station7__Camera2__CAM43191__2014-08-11__00-20-25.JPG,     Female_4_52_Left,      [182  75 613 321],0.0
934,    S4__Station8__Camera1__CAM40804__2013-09-15__22-46-42.JPG,     Female_4_52_Left,      [336 110 461 238],0.0
935,    S4__Station6__Camera1__CAM41504__2014-07-24__15-51-06.JPG,     Female_4_52_Left,      [273 100 524 428],0.0
936,    S2__Station8__Camera2__CAM40483__2014-05-15__21-59-29.JPG,        Male_2_2_Left,      [345 314 363 171],0.0
937,    S2__Station9__Camera1__CAM40830__2016-04-01__18-16-55.JPG,        Male_2_2_Left,      [293 244 477 240],0.0
938,    S2__Station9__Camera2__CAM51540__2015-06-14__00-50-55.JPG,        Male_2_2_Left,      [266 338 532 252],0.0
939,   S2__Station15__Camera2__CAM40821__2017-05-08__21-12-57.JPG,        Male_2_2_Left,  [ 578  551 1326  720],0.0
940,   S2__Station29__Camera1__CAM30186__2013-03-14__23-53-43.JPG,        Male_2_2_Left,      [224 245 573 327],0.0
941,    S2__Station1__Camera2__CAM40459__2000-01-11__10-37-00.JPG,        Male_2_2_Left,      [414 248 373 194],0.0
942,   S1__Station11__Camera2__CAM40055__2015-03-08__04-29-47.JPG,      Female_1_1_Left,      [336 179 451 185],0.0
943,   S1__Station14__Camera1__CAM43324__2017-02-26__23-07-47.JPG,      Female_1_1_Left,  [ 739  318 1302  776],0.0
944,   S1__Station17__Camera2__CAM40864__2014-03-30__05-35-16.JPG,      Female_1_1_Left,      [224 161 557 255],0.0
945,   S1__Station17__Camera2__CAM43316__2016-03-05__04-51-22.JPG,      Female_1_1_Left,      [233 201 558 245],0.0
946,   S1__Station18__Camera2__CAM30883__2013-06-17__00-01-46.JPG,      Female_1_1_Left,      [125 196 670 339],0.0
947,    S1__Station1__Camera1__CAM40355__2016-02-14__04-43-48.JPG,      Female_1_4_Left,      [301 255 483 182],0.0
948,    S1__Station1__Camera2__CAM44215__2015-03-05__04-00-10.JPG,      Female_1_4_Left,      [ 64 342 287 161],0.0
949,    S1__Station2__Camera1__CAM40068__2017-03-11__23-47-55.JPG,      Female_1_4_Left,      [791 653 614 277],0.0
950,   S1__Station10__Camera1__CAM41124__2017-02-04__05-52-48.JPG,      Female_1_4_Left,      [976 647 432 233],0.0
951,   S1__Station10__Camera1__CAM41124__2017-02-26__02-05-38.JPG,      Female_1_4_Left,  [ 663  641 1345  646],0.0
952,   S4__Station15__Camera2__CAM40771__2017-07-28__18-02-01.JPG,     Female_4_28_Left,  [ 483  401 1470  615],0.0
953,   S4__Station15__Camera2__CAM43311__2016-09-01__23-46-56.JPG,     Female_4_28_Left,      [303 157 352 154],0.0
954,   S4__Station16__Camera1__CAM41411__2015-05-06__21-42-07.JPG,     Female_4_28_Left,      [237 282 286 112],0.0
955,   S4__Station16__Camera2__CAM41140__2014-07-19__02-01-38.JPG,     Female_4_28_Left,      [200  30 593 315],0.0
956,   S4__Station18__Camera1__CAM41101__2013-09-22__23-58-15.JPG,     Female_4_28_Left,      [182 106 611 327],0.0
957,   S4__Station21__Camera2__CAM40327__2016-08-31__18-17-02.JPG,     Female_4_77_Left,      [347 141 315 294],0.0
958,   S4__Station22__Camera1__CAM44214__2014-07-07__19-32-27.JPG,     Female_4_77_Left,      [260 192 527 228],0.0
959,   S4__Station24__Camera1__CAM40182__2017-08-03__03-53-35.JPG,     Female_4_77_Left,      [803 437 982 452],0.0
960,   S4__Station24__Camera1__CAM41107__2015-04-28__21-37-25.JPG,     Female_4_77_Left,      [229 212 519 195],0.0
961,   S4__Station30__Camera2__CAM41411__2013-08-31__01-35-32.JPG,     Female_4_77_Left,      [328 255 421 159],0.0
962,   S4__Station24__Camera1__CAM41107__2015-04-17__05-47-51.JPG,     Female_4_85_Left,      [227 202 551 210],0.0
963,   S4__Station24__Camera1__CAM44195__2016-08-28__21-25-32.JPG,     Female_4_85_Left,      [221 112 436 211],0.0
964,   S4__Station25__Camera2__CAM40203__2017-09-13__02-35-10.JPG,     Female_4_85_Left,      [699 570 920 349],0.0
965,   S4__Station26__Camera1__CAM40461__2014-08-04__23-33-23.JPG,     Female_4_85_Left,      [245 212 551 291],0.0
966,   S4__Station31__Camera1__CAM40144__2013-09-14__23-14-48.JPG,     Female_4_85_Left,      [363 231 193  97],0.0
967,   S4__Station26__Camera1__CAM44204__2016-08-19__01-05-40.JPG,     Female_4_98_Left,      [165 111 632 316],0.0
968,   S4__Station26__Camera2__CAM40311__2017-08-09__22-54-01.JPG,     Female_4_98_Left,  [ 731  459 1278  547],0.0
969,   S4__Station28__Camera1__CAM40779__2015-04-27__05-29-33.JPG,     Female_4_98_Left,      [227  70 552 287],0.0
970,   S4__Station28__Camera2__CAM41808__2014-07-11__02-47-55.JPG,     Female_4_98_Left,      [319 278 427 169],0.0
971,   S4__Station33__Camera2__CAM41077__2013-10-06__01-49-31.JPG,     Female_4_98_Left,      [ 33 248 360 161],0.0
972,    S4__Station3__Camera1__CAM40135__2016-07-27__22-37-47.JPG,    Female_4_123_Left,      [306 245 291 113],0.0
973,    S4__Station3__Camera1__CAM40849__2017-08-31__19-08-25.JPG,    Female_4_123_Left,  [ 425  502 1615  980],0.0
974,    S4__Station5__Camera2__CAM40814__2015-05-04__18-41-42.JPG,    Female_4_123_Left,      [218 169 567 373],0.0
975,    S4__Station6__Camera2__CAM40953__2013-09-21__01-27-03.JPG,    Female_4_123_Left,      [302 174 434 203],0.0
976,    S4__Station8__Camera1__CAM44262__2014-07-23__20-15-01.JPG,    Female_4_123_Left,      [267 273 513 202],0.0
977,   S7__Station20__Camera1__CAM40830__2014-07-10__00-19-57.JPG,     Female_7_16_Left,      [277 195 511 198],0.0
978,   S7__Station35__Camera1__CAM44211__2017-12-06__09-10-16.JPG,     Female_7_16_Left,      [225 709 781 352],0.0
979,   S7__Station35__Camera2__CAM41620__2017-12-15__16-56-22.JPG,     Female_7_16_Left,      [961 631 667 246],0.0
980,   S7__Station40__Camera1__CAM44186__2017-12-10__13-53-19.JPG,     Female_7_16_Left,  [ 754  747 1157  480],0.0
981,   S7__Station40__Camera2__CAM41085__2017-12-31__05-10-36.JPG,     Female_7_16_Left,      [717 631 743 351],0.0
982,   S7__Station29__Camera1__CAM44178__2014-07-22__19-51-47.JPG,     Female_7_31_Left,      [212 280 442 149],0.0
983,   S7__Station31__Camera1__CAM40135__2017-12-10__20-52-13.JPG,     Female_7_31_Left,  [  75  310 1961  893],0.0
984,   S7__Station31__Camera3__CAM43298__2017-12-16__00-38-19.JPG,     Female_7_31_Left,      [897 516 633 294],0.0
985,   S7__Station31__Camera3__CAM43298__2018-01-01__05-42-47.JPG,     Female_7_31_Left,      [304 579 557 267],0.0
986,   S7__Station31__Camera3__CAM43298__2018-01-13__22-23-56.JPG,     Female_7_31_Left,  [ 617  386 1428  752],0.0
987,    S4__Station7__Camera2__CAM40075__2014-07-02__06-28-23.JPG,       Male_4_26_Left,      [385 228 402 169],0.0
988,   S4__Station12__Camera2__CAM41077__2016-07-28__20-44-08.JPG,       Male_4_26_Left,      [212 111 585 306],0.0
989,   S4__Station15__Camera1__CAM41108__2017-08-23__00-25-23.JPG,       Male_4_26_Left,  [ 626  512 1385  577],0.0
990,   S4__Station16__Camera2__CAM40072__2013-09-12__23-03-16.JPG,       Male_4_26_Left,      [248 175 549 301],0.0
991,   S4__Station19__Camera2__CAM40058__2015-04-14__03-03-31.JPG,       Male_4_26_Left,      [198 102 598 315],0.0
992,    S4__Station5__Camera2__CAM41085__2017-08-24__21-51-21.JPG,       Male_4_39_Left,  [ 581  254 1451  743],0.0
993,    S4__Station6__Camera2__CAM40771__2016-08-23__18-57-45.JPG,       Male_4_39_Left,      [233 125 563 251],0.0
994,    S4__Station7__Camera1__CAM43191__2014-07-15__21-46-40.JPG,       Male_4_39_Left,      [ 25  11 772 466],0.0
995,    S4__Station9__Camera1__CAM44208__2015-04-01__21-09-12.JPG,       Male_4_39_Left,      [274 217 426 197],0.0
996,   S4__Station27__Camera1__CAM40327__2013-09-12__14-07-32.JPG,       Male_4_39_Left,      [309 208 483 284],0.0
997,    S7__Station9__Camera1__CAM40336__2018-01-12__01-19-32.JPG,       Male_7_60_Left,      [907 495 555 254],0.0
998,   S7__Station13__Camera1__CAM40175__2017-12-17__04-21-20.JPG,       Male_7_60_Left,      [632 598 811 374],0.0
999,   S7__Station18__Camera1__CAM44282__2017-12-11__02-53-09.JPG,       Male_7_60_Left,  [1003  650  617  275],0.0
